Category,DayOfWeek,PdDistrict,X,Y
ROBBERY,Tuesday,NORTHERN,-122.418090766692,37.7861007451645
ROBBERY,Monday,NORTHERN,-122.416293820935,37.777493677735
ROBBERY,Monday,NORTHERN,-122.432329732386,37.7814292195409
ROBBERY,Monday,SOUTHERN,-122.419794421077,37.7703629020559
ROBBERY,Monday,SOUTHERN,-122.40989282029,37.7801134973164
ROBBERY,Monday,SOUTHERN,-122.409282266623,37.7756858832791
ROBBERY,Monday,TENDERLOIN,-122.412563218508,37.785785061938206
ROBBERY,Sunday,MISSION,-122.417817852676,37.7578884408086
ROBBERY,Sunday,BAYVIEW,-122.38472402721001,37.726756887838796
ROBBERY,Sunday,MISSION,-122.41967661615,37.7658510977435
ROBBERY,Sunday,SOUTHERN,-122.40877066526,37.7801357011746
ROBBERY,Sunday,MISSION,-122.413129242076,37.7510056606296
ROBBERY,Sunday,SOUTHERN,-122.41093920555201,37.779212259008496
ROBBERY,Sunday,SOUTHERN,-122.40652098714399,37.7850629421661
ROBBERY,Sunday,MISSION,-122.436601323123,37.75515073088361
ROBBERY,Sunday,MISSION,-122.406813640773,37.7529905294566
ROBBERY,Sunday,CENTRAL,-122.406842913454,37.7980587205991
ROBBERY,Saturday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Saturday,INGLESIDE,-122.41877047993601,37.7107332124
ROBBERY,Saturday,INGLESIDE,-122.41877047993601,37.7107332124
ROBBERY,Saturday,BAYVIEW,-122.37942436741699,37.7344801673686
ROBBERY,Saturday,SOUTHERN,-122.40871060666299,37.78097067220529
ROBBERY,Saturday,PARK,-122.434249624241,37.769200289573796
ROBBERY,Saturday,TENDERLOIN,-122.406850401437,37.7855610975205
ROBBERY,Saturday,NORTHERN,-122.432559666583,37.7996122703726
ROBBERY,Saturday,CENTRAL,-122.405184569667,37.7888762183538
ROBBERY,Saturday,CENTRAL,-122.40547592923099,37.7980180687744
ROBBERY,Friday,BAYVIEW,-122.38747951474701,37.7179319466469
ROBBERY,Friday,TENDERLOIN,-122.409313111431,37.784347851315104
ROBBERY,Friday,SOUTHERN,-122.410932750782,37.769411384942
ROBBERY,Friday,NORTHERN,-122.42412350881,37.80336133563621
ROBBERY,Friday,SOUTHERN,-122.406412115335,37.780252457697394
ROBBERY,Friday,MISSION,-122.419350173229,37.76101609120561
ROBBERY,Friday,MISSION,-122.419350173229,37.76101609120561
ROBBERY,Friday,TENDERLOIN,-122.40891208737,37.7844552383777
ROBBERY,Friday,MISSION,-122.41965834371,37.7642205603745
ROBBERY,Thursday,TENDERLOIN,-122.40785423453801,37.7854922044602
ROBBERY,Thursday,MISSION,-122.419350173229,37.76101609120561
ROBBERY,Thursday,NORTHERN,-122.441095150389,37.795478940847204
ROBBERY,Thursday,INGLESIDE,-122.42197091902901,37.74237522452549
ROBBERY,Thursday,MISSION,-122.42486339193701,37.7598918837612
ROBBERY,Thursday,TARAVAL,-122.456059905884,37.7140782114827
ROBBERY,Thursday,INGLESIDE,-122.42366882033801,37.7353404814069
ROBBERY,Thursday,SOUTHERN,-122.401658145147,37.7718165835839
ROBBERY,Wednesday,NORTHERN,-122.428223303176,37.781895948860296
ROBBERY,Wednesday,SOUTHERN,-122.42436056365601,37.7709874049037
ROBBERY,Wednesday,BAYVIEW,-122.398492083852,37.752603540025504
ROBBERY,Wednesday,SOUTHERN,-122.405294845215,37.7863072236365
ROBBERY,Wednesday,PARK,-122.43845403393999,37.782559304201996
ROBBERY,Tuesday,TENDERLOIN,-122.414619686906,37.785583058846996
ROBBERY,Tuesday,TARAVAL,-122.457096950122,37.7229941593537
ROBBERY,Tuesday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Tuesday,TARAVAL,-122.489713969124,37.7339497680852
ROBBERY,Tuesday,BAYVIEW,-122.387586780756,37.7502652918644
ROBBERY,Tuesday,TARAVAL,-122.485736249604,37.7081535998314
ROBBERY,Tuesday,MISSION,-122.41560549623699,37.767717752066496
ROBBERY,Tuesday,MISSION,-122.41905886810301,37.7594227506297
ROBBERY,Monday,NORTHERN,-122.421289351475,37.7845202739273
ROBBERY,Monday,MISSION,-122.418587172219,37.75301865374461
ROBBERY,Monday,NORTHERN,-122.43042495533399,37.7807160084989
ROBBERY,Monday,NORTHERN,-122.420874632415,37.79149430519061
ROBBERY,Sunday,CENTRAL,-122.411518820359,37.7869408998805
ROBBERY,Sunday,INGLESIDE,-122.421264331104,37.743584765874
ROBBERY,Sunday,INGLESIDE,-122.408062265292,37.7427198978114
ROBBERY,Sunday,SOUTHERN,-122.402379853055,37.7794578169764
ROBBERY,Sunday,TENDERLOIN,-122.417107256373,37.785323829209396
ROBBERY,Sunday,MISSION,-122.433196416882,37.7594445682563
ROBBERY,Sunday,SOUTHERN,-122.40749684872,37.7795496260755
ROBBERY,Sunday,PARK,-122.43845403393999,37.782559304201996
ROBBERY,Saturday,SOUTHERN,-122.39198551370701,37.788020382906296
ROBBERY,Saturday,SOUTHERN,-122.38901541773501,37.78580562669379
ROBBERY,Saturday,MISSION,-122.41965834371,37.7642205603745
ROBBERY,Saturday,BAYVIEW,-122.390019844731,37.71929875526279
ROBBERY,Saturday,PARK,-122.445717668922,37.77208097723921
ROBBERY,Saturday,SOUTHERN,-122.39294094866301,37.7860677021529
ROBBERY,Saturday,SOUTHERN,-122.393622739343,37.783079119147104
ROBBERY,Saturday,TENDERLOIN,-122.40801449292,37.7859507767613
ROBBERY,Saturday,INGLESIDE,-122.41714480239901,37.7121502932531
ROBBERY,Saturday,TENDERLOIN,-122.415508242782,37.7816542806076
ROBBERY,Saturday,MISSION,-122.415954301518,37.7491729638325
ROBBERY,Saturday,INGLESIDE,-122.417720424652,37.710661234774896
ROBBERY,Saturday,INGLESIDE,-122.417720424652,37.710661234774896
ROBBERY,Saturday,SOUTHERN,-122.40093111396999,37.7871900467437
ROBBERY,Saturday,MISSION,-122.417031919598,37.7611560850021
ROBBERY,Saturday,PARK,-122.450580299042,37.761559501111606
ROBBERY,Friday,PARK,-122.44696425424,37.775683220751795
ROBBERY,Friday,PARK,-122.44696425424,37.775683220751795
ROBBERY,Friday,NORTHERN,-122.416791245836,37.7800446077933
ROBBERY,Friday,INGLESIDE,-122.41847388242,37.7121040537994
ROBBERY,Friday,INGLESIDE,-122.42055675144199,37.7108945814914
ROBBERY,Friday,TENDERLOIN,-122.412149454601,37.785892343727795
ROBBERY,Friday,NORTHERN,-122.431889325229,37.78794195868321
ROBBERY,Friday,INGLESIDE,-122.43552977915199,37.716570969675004
ROBBERY,Friday,TARAVAL,-122.471796877153,37.7310310952757
ROBBERY,Friday,INGLESIDE,-122.447125045686,37.7210305914202
ROBBERY,Friday,INGLESIDE,-122.43556169625401,37.7431608894223
ROBBERY,Friday,MISSION,-122.41965834371,37.7642205603745
ROBBERY,Friday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Friday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Thursday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Thursday,SOUTHERN,-122.410041631816,37.78195365372571
ROBBERY,Thursday,INGLESIDE,-122.46035102378,37.735155627104895
ROBBERY,Thursday,TARAVAL,-122.460831873054,37.71222950430271
ROBBERY,Thursday,SOUTHERN,-122.39685349996901,37.79267911710721
ROBBERY,Thursday,CENTRAL,-122.408646942187,37.7981171266965
ROBBERY,Thursday,SOUTHERN,-122.40793286820299,37.7815063666429
ROBBERY,Thursday,MISSION,-122.421856393557,37.7653232816757
ROBBERY,Thursday,CENTRAL,-122.414010814727,37.7866770011071
ROBBERY,Thursday,SOUTHERN,-122.40226560335199,37.787000677708704
ROBBERY,Wednesday,SOUTHERN,-122.40942036456,37.7816150265786
ROBBERY,Wednesday,MISSION,-122.41965834371,37.7642205603745
ROBBERY,Wednesday,TENDERLOIN,-122.41198764359501,37.7850226622786
ROBBERY,Wednesday,NORTHERN,-122.431289969136,37.7720549755537
ROBBERY,Wednesday,CENTRAL,-122.407142446839,37.7923543180605
ROBBERY,Wednesday,BAYVIEW,-122.40541209173401,37.7318198889718
ROBBERY,Wednesday,INGLESIDE,-122.421309514461,37.7085424151306
ROBBERY,Wednesday,TENDERLOIN,-122.41431785788099,37.7799444052046
ROBBERY,Wednesday,MISSION,-122.406324313914,37.7536322498822
ROBBERY,Wednesday,SOUTHERN,-122.39565017695,37.7889175244648
ROBBERY,Wednesday,MISSION,-122.419515708406,37.7634292328496
ROBBERY,Wednesday,CENTRAL,-122.408568445228,37.788759421470296
ROBBERY,Tuesday,MISSION,-122.420515424398,37.751293704984796
ROBBERY,Tuesday,BAYVIEW,-122.402109488937,37.7240376461441
ROBBERY,Tuesday,INGLESIDE,-122.44183579012699,37.7233366233043
ROBBERY,Tuesday,SOUTHERN,-122.405395493939,37.7835100715421
ROBBERY,Tuesday,MISSION,-122.41805515168501,37.753924092944395
ROBBERY,Tuesday,INGLESIDE,-122.433862258402,37.726027299009
ROBBERY,Tuesday,MISSION,-122.41905886810301,37.7594227506297
ROBBERY,Tuesday,BAYVIEW,-122.398748671063,37.7440977009018
ROBBERY,Tuesday,BAYVIEW,-122.394438859914,37.73644389967321
ROBBERY,Tuesday,RICHMOND,-122.510036841034,37.773257040994395
ROBBERY,Tuesday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Monday,MISSION,-122.42779860597099,37.76590072101
ROBBERY,Monday,NORTHERN,-122.42261368278999,37.7926430342855
ROBBERY,Monday,INGLESIDE,-122.434835440179,37.722521935669796
ROBBERY,Monday,CENTRAL,-122.418090766692,37.7861007451645
ROBBERY,Monday,CENTRAL,-122.40581951516899,37.7876106365854
ROBBERY,Monday,CENTRAL,-122.404277568186,37.7879185264229
ROBBERY,Monday,MISSION,-122.419212958008,37.7651339672499
ROBBERY,Monday,MISSION,-122.419212958008,37.7651339672499
ROBBERY,Monday,BAYVIEW,-122.402627728365,37.7213093668826
ROBBERY,Monday,MISSION,-122.41983289014401,37.7674625261825
ROBBERY,Monday,BAYVIEW,-122.405086510683,37.73265201805871
ROBBERY,Sunday,MISSION,-122.43515009981199,37.7617597243598
ROBBERY,Sunday,MISSION,-122.419970859857,37.767454034417604
ROBBERY,Sunday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Sunday,MISSION,-122.429469336123,37.7503674297202
ROBBERY,Sunday,INGLESIDE,-122.42284237605101,37.7410287442117
ROBBERY,Sunday,MISSION,-122.43451344058799,37.756479138014704
ROBBERY,Sunday,TENDERLOIN,-122.416293820935,37.777493677735
ROBBERY,Sunday,INGLESIDE,-122.438695075365,37.7196920262929
ROBBERY,Sunday,MISSION,-122.421663206721,37.76257840427029
ROBBERY,Sunday,SOUTHERN,-122.397576409113,37.7897619308836
ROBBERY,Saturday,INGLESIDE,-122.43686793261699,37.7220486455317
ROBBERY,Saturday,BAYVIEW,-122.40036386743799,37.7331321464442
ROBBERY,Saturday,RICHMOND,-122.484935109476,37.77007733438
ROBBERY,Saturday,NORTHERN,-122.429629258891,37.784896668192395
ROBBERY,Saturday,TARAVAL,-122.503544475396,37.7427367712375
ROBBERY,Saturday,MISSION,-122.42445060315201,37.7671835873881
ROBBERY,Saturday,INGLESIDE,-122.40568949764,37.7162366070822
ROBBERY,Saturday,MISSION,-122.425478694261,37.7518773917349
ROBBERY,Saturday,MISSION,-122.425478694261,37.7518773917349
ROBBERY,Saturday,MISSION,-122.42964438757299,37.7628747192925
ROBBERY,Saturday,MISSION,-122.42964438757299,37.7628747192925
ROBBERY,Saturday,PARK,-122.44684693302,37.777668821703294
ROBBERY,Saturday,PARK,-122.44684693302,37.777668821703294
ROBBERY,Saturday,INGLESIDE,-122.436177137685,37.7142089386085
ROBBERY,Saturday,SOUTHERN,-122.414457764634,37.7765080370233
ROBBERY,Saturday,NORTHERN,-122.442873820129,37.8004607368621
ROBBERY,Saturday,NORTHERN,-122.44301050986999,37.8004432947506
ROBBERY,Saturday,BAYVIEW,-122.37551296863501,37.730806609582
ROBBERY,Friday,INGLESIDE,-122.432649600399,37.727373760734
ROBBERY,Friday,MISSION,-122.409529913278,37.7657184395282
ROBBERY,Friday,CENTRAL,-122.40360426784201,37.788186994015796
ROBBERY,Friday,SOUTHERN,-122.422127579529,37.7730330183515
ROBBERY,Friday,MISSION,-122.41920824950701,37.7602340753605
ROBBERY,Friday,SOUTHERN,-122.41251534135598,37.78047774805079
ROBBERY,Friday,MISSION,-122.41952036788601,37.764228935718
ROBBERY,Friday,MISSION,-122.435012093789,37.761767718295395
ROBBERY,Friday,SOUTHERN,-122.414752820645,37.772923836023296
ROBBERY,Thursday,BAYVIEW,-122.395106891925,37.7566305834521
ROBBERY,Thursday,CENTRAL,-122.407729769991,37.79317730258371
ROBBERY,Thursday,SOUTHERN,-122.403793259489,37.7823235897616
ROBBERY,Thursday,TENDERLOIN,-122.407845374111,37.7850943210103
ROBBERY,Thursday,TENDERLOIN,-122.413259498719,37.7829514828801
ROBBERY,Thursday,SOUTHERN,-122.411935615745,37.780006442029794
ROBBERY,Thursday,NORTHERN,-122.428223303176,37.781895948860296
ROBBERY,Thursday,INGLESIDE,-122.42532962595301,37.7348739744369
ROBBERY,Thursday,MISSION,-122.41844919178,37.7530267515876
ROBBERY,Thursday,SOUTHERN,-122.41471429557899,37.7762310404758
ROBBERY,Thursday,TENDERLOIN,-122.40933682184601,37.7848337315521
ROBBERY,Wednesday,SOUTHERN,-122.42145406330401,37.7717145205274
ROBBERY,Wednesday,NORTHERN,-122.417903977564,37.785167087551706
ROBBERY,Wednesday,TENDERLOIN,-122.41635198735202,37.7816031438671
ROBBERY,Wednesday,TENDERLOIN,-122.414619686906,37.785583058846996
ROBBERY,Wednesday,TARAVAL,-122.476531857663,37.7173471092577
ROBBERY,Wednesday,SOUTHERN,-122.40749684872,37.7795496260755
ROBBERY,Wednesday,CENTRAL,-122.413988841812,37.7865685406761
ROBBERY,Wednesday,MISSION,-122.415960688143,37.7499604607771
ROBBERY,Tuesday,MISSION,-122.40865419347799,37.752769227933896
ROBBERY,Tuesday,MISSION,-122.408192367379,37.7528534193268
ROBBERY,Tuesday,CENTRAL,-122.40533534965799,37.802272786074795
ROBBERY,Tuesday,INGLESIDE,-122.44972917395599,37.709863592728794
ROBBERY,Tuesday,MISSION,-122.42223579218901,37.76780208259621
ROBBERY,Tuesday,RICHMOND,-122.46615460175501,37.7771341282418
ROBBERY,Tuesday,TENDERLOIN,-122.413609328985,37.784696907904
ROBBERY,Tuesday,BAYVIEW,-122.40161528787901,37.7228342288863
ROBBERY,Tuesday,BAYVIEW,-122.410963156105,37.730832095589
ROBBERY,Tuesday,RICHMOND,-122.48312005801901,37.7726168975201
ROBBERY,Tuesday,MISSION,-122.41438929082899,37.755700366016896
ROBBERY,Tuesday,TENDERLOIN,-122.413609328985,37.784696907904
ROBBERY,Monday,TENDERLOIN,-122.415910622743,37.7839999167561
ROBBERY,Monday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Monday,INGLESIDE,-122.428269352346,37.7292847923357
ROBBERY,Monday,INGLESIDE,-122.435041282959,37.72425604704209
ROBBERY,Monday,TENDERLOIN,-122.414743835382,37.778719262789004
ROBBERY,Monday,TENDERLOIN,-122.415694922134,37.7825851968467
ROBBERY,Monday,TENDERLOIN,-122.414615262229,37.784689282473
ROBBERY,Monday,MISSION,-122.41764995973601,37.7546827649656
ROBBERY,Monday,CENTRAL,-122.40683198642701,37.796902883890795
ROBBERY,Monday,TENDERLOIN,-122.416261836834,37.78537508463761
ROBBERY,Monday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Sunday,MISSION,-122.421236205585,37.755334508805795
ROBBERY,Sunday,CENTRAL,-122.410661460251,37.8074277511648
ROBBERY,Sunday,INGLESIDE,-122.424064420756,37.7381137530392
ROBBERY,Sunday,INGLESIDE,-122.401689976899,37.7144291854658
ROBBERY,Sunday,INGLESIDE,-122.401689976899,37.7144291854658
ROBBERY,Sunday,INGLESIDE,-122.442021649765,37.731575107583396
ROBBERY,Sunday,CENTRAL,-122.403304975767,37.7927275994659
ROBBERY,Sunday,NORTHERN,-122.422042140779,37.784702296556794
ROBBERY,Sunday,CENTRAL,-122.416514507406,37.8033467206612
ROBBERY,Sunday,MISSION,-122.40642081270599,37.7651866996673
ROBBERY,Saturday,TARAVAL,-122.46272367806299,37.7191239378637
ROBBERY,Saturday,INGLESIDE,-122.433613089832,37.7198209876097
ROBBERY,Saturday,SOUTHERN,-122.40754585593099,37.784401179486
ROBBERY,Saturday,TARAVAL,-122.452330120871,37.7230787059359
ROBBERY,Saturday,MISSION,-122.41829609443701,37.7514284856786
ROBBERY,Saturday,NORTHERN,-122.431762770611,37.7994181160893
ROBBERY,Saturday,CENTRAL,-122.41975433526501,37.7943528522879
ROBBERY,Saturday,NORTHERN,-122.418360181974,37.783149897821104
ROBBERY,Saturday,NORTHERN,-122.422540554174,37.78690886580221
ROBBERY,Friday,SOUTHERN,-122.395630116231,37.7937899670889
ROBBERY,Friday,TENDERLOIN,-122.40801449292,37.7859507767613
ROBBERY,Thursday,TARAVAL,-122.467384516611,37.7639886953347
ROBBERY,Thursday,SOUTHERN,-122.41750470314501,37.7765400380328
ROBBERY,Thursday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Thursday,SOUTHERN,-122.399010207568,37.7887066123323
ROBBERY,Thursday,SOUTHERN,-122.407258776463,37.7821176524238
ROBBERY,Thursday,CENTRAL,-122.4168291485,37.788178697075
ROBBERY,Thursday,INGLESIDE,-122.44168923800301,37.715003097392
ROBBERY,Thursday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Wednesday,MISSION,-122.431021427806,37.7651022454799
ROBBERY,Wednesday,NORTHERN,-122.440045640427,37.7945976041942
ROBBERY,Wednesday,MISSION,-122.42772691631001,37.7540747318021
ROBBERY,Wednesday,BAYVIEW,-122.390497127133,37.734753063576704
ROBBERY,Wednesday,SOUTHERN,-122.40165866347601,37.7841666882161
ROBBERY,Wednesday,NORTHERN,-122.433806712295,37.8011834016788
ROBBERY,Wednesday,INGLESIDE,-122.44781718568899,37.719229458451295
ROBBERY,Wednesday,TARAVAL,-122.46578415957701,37.764005093998
ROBBERY,Wednesday,SOUTHERN,-122.408421116922,37.7835699386918
ROBBERY,Wednesday,TENDERLOIN,-122.408040474858,37.786409403361795
ROBBERY,Wednesday,SOUTHERN,-122.40669857701401,37.7829835080746
ROBBERY,Wednesday,SOUTHERN,-122.40754585593099,37.784401179486
ROBBERY,Tuesday,MISSION,-122.417192395984,37.749886374637796
ROBBERY,Tuesday,PARK,-122.446472679005,37.775801594391204
ROBBERY,Tuesday,CENTRAL,-122.406958660602,37.789434763003996
ROBBERY,Tuesday,RICHMOND,-122.447335040314,37.7824869629764
ROBBERY,Tuesday,CENTRAL,-122.414809966357,37.7865194111614
ROBBERY,Tuesday,NORTHERN,-122.430515805365,37.8016016586654
ROBBERY,Tuesday,PARK,-122.444806683615,37.7765047002747
ROBBERY,Tuesday,CENTRAL,-122.412241726582,37.8039377199703
ROBBERY,Tuesday,NORTHERN,-122.42701962848801,37.780192118891705
ROBBERY,Monday,CENTRAL,-122.40618184105,37.7894765068014
ROBBERY,Monday,CENTRAL,-122.40840385989901,37.7882933915158
ROBBERY,Monday,CENTRAL,-122.40581951516899,37.7876106365854
ROBBERY,Monday,PARK,-122.43948077224199,37.7833088100846
ROBBERY,Monday,BAYVIEW,-122.38724435334,37.7195130001474
ROBBERY,Monday,TARAVAL,-122.478417223855,37.7301475980791
ROBBERY,Monday,PARK,-122.43723610190399,37.7803348745141
ROBBERY,Monday,TENDERLOIN,-122.411593095704,37.78305295107821
ROBBERY,Monday,MISSION,-122.40633841268499,37.7530042877223
ROBBERY,Monday,TENDERLOIN,-122.416710733848,37.7833570390935
ROBBERY,Monday,SOUTHERN,-122.41342364155099,37.7723431393714
ROBBERY,Sunday,CENTRAL,-122.408431861057,37.7887772719153
ROBBERY,Sunday,SOUTHERN,-122.395630116231,37.7937899670889
ROBBERY,Sunday,TARAVAL,-122.460859173078,37.747073264307396
ROBBERY,Sunday,SOUTHERN,-122.41232090743601,37.780764225439796
ROBBERY,Sunday,SOUTHERN,-122.406481972743,37.782731788488704
ROBBERY,Sunday,CENTRAL,-122.41417943719,37.787502483207
ROBBERY,Sunday,SOUTHERN,-122.39682927195899,37.7767640297712
ROBBERY,Sunday,MISSION,-122.410517462775,37.756720759604
ROBBERY,Sunday,SOUTHERN,-122.39294094866301,37.7860677021529
ROBBERY,Sunday,SOUTHERN,-122.408368579345,37.7807784253732
ROBBERY,Sunday,BAYVIEW,-122.388856204292,37.729980967299596
ROBBERY,Sunday,SOUTHERN,-122.408162953857,37.780534538527796
ROBBERY,Sunday,TENDERLOIN,-122.407845374111,37.7850943210103
ROBBERY,Saturday,NORTHERN,-122.420439512717,37.7810308461783
ROBBERY,Saturday,SOUTHERN,-122.41029351969,37.7822305870036
ROBBERY,Saturday,MISSION,-122.40617361507799,37.7626173568918
ROBBERY,Saturday,TARAVAL,-122.47355387739599,37.7431432692275
ROBBERY,Saturday,TENDERLOIN,-122.410689907787,37.7824948907735
ROBBERY,Saturday,BAYVIEW,-122.38539004459899,37.742659782963
ROBBERY,Saturday,RICHMOND,-122.443209875652,37.78531024032221
ROBBERY,Saturday,MISSION,-122.435012093789,37.761767718295395
ROBBERY,Saturday,SOUTHERN,-122.40871060666299,37.78097067220529
ROBBERY,Saturday,MISSION,-122.406969704353,37.7545900484459
ROBBERY,Friday,INGLESIDE,-122.42724018473601,37.73079224766129
ROBBERY,Friday,SOUTHERN,-122.40970842372101,37.78282764988379
ROBBERY,Friday,CENTRAL,-122.41556046900601,37.7902540013683
ROBBERY,Friday,SOUTHERN,-122.407633520742,37.7841893501425
ROBBERY,Friday,TARAVAL,-122.478417223855,37.7301475980791
ROBBERY,Friday,PARK,-122.43870876480601,37.7801501826101
ROBBERY,Friday,MISSION,-122.41413964565201,37.758874126626
ROBBERY,Thursday,BAYVIEW,-122.387939452192,37.7422600519555
ROBBERY,Thursday,TENDERLOIN,-122.409853729941,37.7833862379382
ROBBERY,Thursday,SOUTHERN,-122.40328484310601,37.787306416019
ROBBERY,Thursday,BAYVIEW,-122.40352846816401,37.7647240921705
ROBBERY,Thursday,BAYVIEW,-122.408221473449,37.7257475031111
ROBBERY,Thursday,SOUTHERN,-122.395630116231,37.7937899670889
ROBBERY,Thursday,TENDERLOIN,-122.40984944165501,37.78327552025671
ROBBERY,Thursday,RICHMOND,-122.443019399793,37.7843798927107
ROBBERY,Thursday,TENDERLOIN,-122.412784096502,37.78486569395261
ROBBERY,Thursday,BAYVIEW,-122.38855941132799,37.7604929243617
ROBBERY,Thursday,CENTRAL,-122.406460643507,37.7979466732983
ROBBERY,Wednesday,MISSION,-122.420359911899,37.749695007739
ROBBERY,Wednesday,MISSION,-122.435002864298,37.7608878061194
ROBBERY,Wednesday,MISSION,-122.41810892585899,37.7594801325769
ROBBERY,Wednesday,MISSION,-122.41810892585899,37.7594801325769
ROBBERY,Wednesday,RICHMOND,-122.46620466789301,37.7725405391593
ROBBERY,Wednesday,BAYVIEW,-122.39014671643999,37.7363908050669
ROBBERY,Wednesday,TARAVAL,-122.50448904848301,37.7399043161903
ROBBERY,Wednesday,TENDERLOIN,-122.415694922134,37.7825851968467
ROBBERY,Wednesday,SOUTHERN,-122.400920371299,37.7817551780679
ROBBERY,Wednesday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Wednesday,SOUTHERN,-122.40019476894399,37.7900527936016
ROBBERY,Wednesday,TENDERLOIN,-122.415885065788,37.783516056415294
ROBBERY,Wednesday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Wednesday,MISSION,-122.41965834371,37.7642205603745
ROBBERY,Wednesday,MISSION,-122.43422900395299,37.763485013784596
ROBBERY,Tuesday,MISSION,-122.418434028318,37.7514199300011
ROBBERY,Tuesday,NORTHERN,-122.43179099308901,37.779115741059705
ROBBERY,Tuesday,INGLESIDE,-122.41223289143,37.70861725745429
ROBBERY,Tuesday,BAYVIEW,-122.388139317244,37.718235637361495
ROBBERY,Tuesday,SOUTHERN,-122.40165504043199,37.788904894591106
ROBBERY,Tuesday,CENTRAL,-122.403161406047,37.79443232886409
ROBBERY,Tuesday,BAYVIEW,-122.40189800533501,37.7233482212763
ROBBERY,Tuesday,CENTRAL,-122.411888791823,37.788808290379706
ROBBERY,Tuesday,MISSION,-122.426153349478,37.7606186794333
ROBBERY,Tuesday,BAYVIEW,-122.404594140634,37.730037999512795
ROBBERY,Tuesday,CENTRAL,-122.406958660602,37.789434763003996
ROBBERY,Monday,RICHMOND,-122.483937521427,37.7848481761927
ROBBERY,Monday,INGLESIDE,-122.433708216535,37.713145221385105
ROBBERY,Monday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Monday,BAYVIEW,-122.40588226865101,37.7250304368751
ROBBERY,Monday,INGLESIDE,-122.43910409951,37.7188312165165
ROBBERY,Monday,INGLESIDE,-122.43910409951,37.7188312165165
ROBBERY,Monday,NORTHERN,-122.419225511064,37.7917052017931
ROBBERY,Monday,CENTRAL,-122.414955526873,37.7913636073531
ROBBERY,Sunday,CENTRAL,-122.406000218489,37.7885406192723
ROBBERY,Sunday,TARAVAL,-122.46935688834499,37.714196099430794
ROBBERY,Sunday,TENDERLOIN,-122.41506687647,37.7835634796332
ROBBERY,Sunday,TENDERLOIN,-122.415910622743,37.7839999167561
ROBBERY,Saturday,PARK,-122.44339999398998,37.7614444222552
ROBBERY,Saturday,RICHMOND,-122.44885364522499,37.7892919945935
ROBBERY,Saturday,MISSION,-122.418701003284,37.76510987862221
ROBBERY,Saturday,SOUTHERN,-122.40019476894399,37.7900527936016
ROBBERY,Saturday,NORTHERN,-122.426455452526,37.777388494941
ROBBERY,Friday,TARAVAL,-122.46421743258301,37.72600165152421
ROBBERY,Friday,NORTHERN,-122.431361636424,37.7762972389613
ROBBERY,Friday,NORTHERN,-122.418500584434,37.7764380944444
ROBBERY,Friday,TENDERLOIN,-122.410768766343,37.7832145190013
ROBBERY,Friday,RICHMOND,-122.481130995007,37.78213104648479
ROBBERY,Friday,PARK,-122.434906576836,37.769525362231896
ROBBERY,Thursday,NORTHERN,-122.42917887616801,37.774182253014295
ROBBERY,Thursday,INGLESIDE,-122.428019646171,37.7459733214267
ROBBERY,Thursday,NORTHERN,-122.432116233695,37.7800304351156
ROBBERY,Thursday,NORTHERN,-122.43176548943899,37.778631113124796
ROBBERY,Thursday,TARAVAL,-122.458990143467,37.71618926019461
ROBBERY,Thursday,INGLESIDE,-122.40633225923,37.7175038575459
ROBBERY,Thursday,NORTHERN,-122.429042228256,37.781845649508
ROBBERY,Thursday,NORTHERN,-122.422540554174,37.78690886580221
ROBBERY,Thursday,MISSION,-122.406324313914,37.7536322498822
ROBBERY,Thursday,MISSION,-122.419252716313,37.7497620227402
ROBBERY,Thursday,PARK,-122.43845403393999,37.782559304201996
ROBBERY,Wednesday,NORTHERN,-122.427917556767,37.7762520907182
ROBBERY,Wednesday,NORTHERN,-122.42473331186599,37.802278921811705
ROBBERY,Wednesday,INGLESIDE,-122.416517427405,37.7330103867416
ROBBERY,Wednesday,CENTRAL,-122.4168291485,37.788178697075
ROBBERY,Wednesday,INGLESIDE,-122.406767186434,37.7139030760939
ROBBERY,Wednesday,NORTHERN,-122.431046366089,37.7830295716044
ROBBERY,Wednesday,MISSION,-122.422045943548,37.7665387195995
ROBBERY,Wednesday,MISSION,-122.41796448376002,37.7586968166489
ROBBERY,Wednesday,MISSION,-122.424868389164,37.7519138350697
ROBBERY,Wednesday,SOUTHERN,-122.411609760643,37.7762209908405
ROBBERY,Wednesday,INGLESIDE,-122.452664083403,37.7088054432465
